1: credit：WindSeedClientNotify#7094
42304023: 遗迹重机-小能量球实际追踪位置2
42304024: 遗迹重机-小能量球实际追踪位置3
42304025: 遗迹重机-高速扫射子弹
42304026: 挖矿版遗迹重机-大能量球
42304027: 挖矿版遗迹重机-小能量球
42304028: 挖矿版遗迹重机-能量球残留
42304029: 挖矿版遗迹重机-小能量球实际追踪位置1
42304030: 挖矿版遗迹重机-小能量球实际追踪位置2
42304031: 挖矿版遗迹重机-小能量球实际追踪位置3
42304032: 挖矿版遗迹重机-爪连击最后一段子弹
42304033: 挖矿版遗迹重机-狂暴技能激光弹
42304034: 挖矿版遗迹重机-挖矿技能激光
42304051: 冰萤术士-冰刺
42305001: 藏镜侍女水弹
42305002: 藏镜侍女探测波纹
42305003: 藏镜侍女水镜牢
42305004: 藏镜侍女水流葬
42305005: 藏镜侍女探测标记
42305006: 藏镜侍女强化追踪水弹
42305007: 藏镜子侍女环绕水流葬标记
42305008: 藏镜侍女一次性探测标记
42305009: 藏镜侍女闪烁门
42305010: 藏镜侍女亡语处理探测标记
42401001: 巡弋机关-瞄准射击子弹
42401002: 巡弋机关-延迟攻击位置
42401003: 巡弋机关-能量球
42401004: 巡弋机关-能量球残留
42401005: 巡弋机关-援护射击目标点
42401006: 歼击机关-远程子弹
42401007: 歼击机关-热砂大地目标点
42401008: 防卫机关-蓄能光束
42401009: 侦查机关-能量球
42401010: 侦查机关-能量球连线伤害
42401011: 侦查机关-玩家近点位置1
42401012: 侦查机关-玩家近点位置2
42401013: 侦查机关-玩家近点位置3
42401014: 侦查机关-玩家近点位置4
42401015: 拟生机关-支援位置
42402001: 恒常机关-激光子弹
42402002: 恒常机关-追踪傀儡gadget
42402003: 恒常机关—延迟伤害
42402004: 恒常机关—复原时表现子弹
42402005: 恒常机关—第一段普攻跟随攻击盒
42402006: 恒常机关—第二段普攻跟随攻击盒
42402007: 恒常机关—初始位置
42501001: 盗宝团投掷的飞刀
42501002: 盗宝团投掷的炸弹
42501003: 盗宝团投掷的燃烧弹
42501004: 盗宝团投掷的水袋
42501005: 盗宝团投掷的冰元素药剂瓶
42501006: 盗宝团投掷的雷元素尘埃瓶
42501007: 盗宝团燃烧弹后效
42501008: 盗宝团水弹后效
42501009: 盗宝团冰弹后效
42501010: 盗宝团雷弹后效
42501011: 溜溜射出的子弹
42503001: 盗宝团铲子产出的泥巴
42503002: 卡门铲子铲出的泥巴
42504001: 盗宝团投出的手斧
42504002: 盗宝团大姐头投出的手斧
42507001: 怪鸟投出的锤子
42508001: 浪人手弩发射子弹
42508002: 武士冲刺攻击摧毁创生物
42508003: 浪人火药粉攻击
42508004: 浪人冲刺子弹
42509001: 傀儡将军头顶丝线发射器
42509002: 傀儡将军风属性剑气1
42509003: 傀儡将军风属性剑气2
42509004: 将军面具锁定
42509005: 傀儡将军闪避影子攻击
42509006: 傀儡将军风分身普攻剑气
42509007: 傀儡将军冰分身地面冰区域
42509008: 傀儡将军后撤攻击发射影子
42509009: 傀儡将军同步发射剑气
42509010: 傀儡将军风属性普攻幻影1
42509011: 傀儡将军风属性普攻幻影2
42509012: 傀儡将军风属性普攻幻影3
42509013: 傀儡将军冰幻影普攻1
42509014: 傀儡将军冰幻影普攻2
42509015: 傀儡将军冰幻影普攻3
42509016: 傀儡将军面具分身对指定地点轰炸
42509017: 傀儡将军出生点
42509018: 傀儡将军面具空锁定目标
42510001: 火海乱鬼火焰区域
42510002: 海乱鬼冲刺攻击
42510003: 海乱鬼冲刺攻击雷
42510004: 海乱鬼冲刺攻击火
42601001: 冰骗骗花-前方连射
42601002: 冰骗骗花-前方点射
42601003: 冰骗骗花-上方连射
42601004: 冰骗骗花-上方点射
42601005: 冰骗骗花-连射引导物
42601006: 骗骗花-地刺子弹
42601007: 骗骗花-地刺子弹02
42601008: 火骗骗花-追踪鬼火
42601009: 火骗骗花-火炸弹
42601010: 雷骗骗花-电场弹
42601011: 雷骗骗花-电磁炮弹
42601012: 雷骗骗花-电场弹展开状态
42601013: 雷骗骗花-电磁炮瞄准目标
42601014: 雷骗骗花-电磁炮触地冲击波
42601015: 雪山大骗骗花-破碎果实
42601016: 雪山大骗骗花-破碎果实被击飞子弹
42601017: 雪山大骗骗花-能量结晶
42601018: 雪山大骗骗花-返回的能量结晶
42601019: 雪山大骗骗花-果实技能01-砸地
42601020: 雪山大骗骗花-出现的能量结晶
42601021: 雪山大骗骗花-雪球抛射
42601022: 雪山大骗骗花-雪球滚动
42601023: 雪山大骗骗花-落地冰弹
42601024: 雪山大骗骗花-缩小后向前射击
42601025: 雪山大骗骗花-缩小后向上射击
42601026: 雪山大骗骗花-缩小后向上射击
42601027: 雪山大骗骗花-果实技能02-射击
42601028: 雪山大骗骗花-果实技能03-召唤
42602001: 急冻树-底座控制物件
42602002: 急冻树-果实
42602003: 急冻树-核心
42602004: 急冻树-扫射子弹
42602005: 急冻树-小导弹
42602006: 急冻树-大导弹
42602007: 急冻树-扫射子弹引导物件
42602008: 急冻树-抛射炮弹
42602009: 急冻树-炮弹冰气
42602010: 急冻树-环绕冰气
42602011: 急冻树-留在地面的炮弹
42602012: 急冻树-落地的冰晶
42602013: 急冻树-扫射子弹引导物件左
42602014: 急冻树-扫射子弹引导物件右
42602015: 急冻树-扫射子弹引导物件右
42602016: 急冻树-冰冲击波
42602017: 爆炎树-果实
42602018: 爆炎树-核心
42602019: 爆炎树-鬼火
42602020: 爆炎树-火冲击波
42602021: 爆炎树-环绕冰气
42602022: 爆炎树-地火
42602023: 爆炎树-速射火弹
42602024: 爆炎树-爆炎种子
42602025: 爆炎树-爆炎种子残留燃烧地面
42602026: 爆炎树-爆炎种子飞行过程
42602027: 爆炎树-地火范围检测器
42602028: 爆炎树-鬼火发射器
42602029: 急冻树-雪山活动子弹发射器
42602030: 急冻树-果实
42602031: 急冻树-核心
42603011: 幼岩龙蜥滚动中点
42603012: 幼岩龙蜥岩种子发射器
42603013: 幼岩龙蜥岩种子
42603014: 滚动时攻击盒
42603015: 冲撞时攻击盒
42604011: 攻击第一和第二击的子弹
42604012: 砸地攻击第三击的子弹
42604013: 岩龙蜥冰元素强化延迟爆炸
42604014: 岩龙蜥水元素强化子弹
42604015: 岩龙蜥电元素强化子弹
42604016: 岩龙蜥水元素追踪傀儡gadget（弃用）
42604017: 岩龙蜥滚动时攻击盒
42604018: 岩龙蜥—水伤害区域
42604019: 岩龙蜥-弹跳电球
42604020: 岩龙蜥-弹跳电球中心点
42604021: 岩龙蜥-火属性延迟伤害
42605001: 古岩龙蜥飞射电子弹
42605002: 古岩龙蜥飞射火子弹
42605003: 古岩龙蜥飞射冰子弹
42605004: 古岩龙蜥飞射水子弹
42605005: 古岩龙蜥爆发电子弹
42605006: 古岩龙蜥爆发火子弹
42605007: 古岩龙蜥爆发冰子弹
42605008: 古岩龙蜥爆发水子弹
42605009: 古岩龙蜥电鳞片
42605010: 古岩龙蜥火鳞片
42605011: 古岩龙蜥冰鳞片
42605012: 古岩龙蜥水鳞片
42605013: 古岩龙蜥电鳞片子弹
42605014: 古岩龙蜥游走子弹
42605015: 古岩龙蜥电爆发
42605016: 古岩龙蜥火爆发
42605017: 古岩龙蜥冰爆发
42605018: 古岩龙蜥水爆发
42605019: 古岩龙蜥电鳞片-活动
42605020: 古岩龙蜥火鳞片-活动
42605021: 古岩龙蜥冰鳞片-活动
42605022: 古岩龙蜥水鳞片-活动
42605023: 深海龙蜥-冰弹喷吐
42605024: 深海龙蜥-雷弹喷吐
42605025: 深海龙蜥-水弹喷吐
42605026: 深海龙蜥-尾部冰投枪
42605027: 深海龙蜥-尾部雷投枪
42605028: 深海龙蜥-尾部水投枪
42605029: 深海龙蜥-扒墙跟踪冰弹
42605030: 深海龙蜥-扒墙跟踪雷弹
42605031: 深海龙蜥-充能必杀地刺冰	
42605032: 深海龙蜥-充能必杀地刺雷
42605033: 深海龙蜥-充能必杀地刺水
42605034: 深海龙蜥破坏创生物跟随子弹
42605035: 深海龙蜥转阶段冰激光
42605036: 深海龙蜥转阶段雷激光
42605037: 深海龙蜥小体型冰球
42605038: 深海龙蜥小体型雷球
42605039: 深海龙蜥小体型冰投子弹
42605040: 深海龙蜥小体型雷投子弹
42605041: 深海龙蜥fit子弹冰
42605042: 深海龙蜥fit子弹雷
42605043: 深海龙蜥游泳子弹冰
42605044: 深海龙蜥游泳子弹雷
42605045: 深海龙蜥水环走地
42605046: 深海龙蜥水小水球
42605047: 深海龙蜥雷投枪跟踪目标点
42606001: 雷莹—电球
42606002: 雷莹—闪现锚点	
42606003: 雷莹—雷盾能量球	
42606004: 水莹—水球
42606005: 冰萤冰锥
42606006: 冰萤能量球
42607001: 狗草墙
42607002: 武士狗隐身波纹
42607003: 武士狗飞出去的帽子
42607004: 武士狗帽子飞出去的目标点
42607005: 武士狗替身狗炸弹
42607006: 武士狗飞刀攻击
42607007: 武士狗boss战攻击buff
42607008: 武士狗boss战防御buff
42607009: 武士狗boss战移速buff
42607010: 武士狗远程剑气攻击
42607011: 武士狗冲锋子弹
42607012: 武士狗Boss飞刀攻击
42607013: 武士狗空气墙
42608001: 迷你奥赛尔-喷射水流实际攻击的子弹
42608002: 迷你奥赛尔-水流冲击定位gagdet
42608003: 迷你奥赛尔-水弹第一轮的子弹
42608004: 迷你奥赛尔-水弹第二轮的子弹
42608005: 迷你奥赛尔-大招时天上落下的子弹
42608006: 迷你奥赛尔-平台中心gadget
42608007: 迷你奥赛尔-水流喷射风场
42608008: 奥赛尔锁定dummy
42802001: 野猪-冲撞子弹
42802002: 远古野猪王扔的大雪球
42802003: 远古野猪王小弟扔的小雪球
42802004: 远古野猪王雪崩
42802005: 野猪王冲锋子弹
42901001: 风龙阶段触发器
42901002: 风龙全局风场
42901003: 风龙加速环01
42901004: 风龙S01子弹
42901005: 风龙S01子弹发射器01
42901006: 风龙S01子弹发射器02
42901008: 风龙S01移动核心
42901009: 风龙S04横向风场
42901010: 风龙S04纵向风场
42901011: 风龙S04纵向风场出口
42901012: 风龙S02机炮
42901021: 风龙S04平台01
42901022: 风龙S04平台02
42901023: 风龙S04平台03
42901024: 风龙S04平台04
42901025: 风龙S04平台05
42901026: 风龙S04平台06
42901027: 风龙S04平台07
42901028: 风龙S04平台08
42901029: 风龙S04平台09
42901041: 风龙S04深渊触发器
42901042: 风龙S01风史莱姆
42901043: 风龙S01火深渊
42901044: 风龙S01火深渊子弹01
42901045: 风龙S01火深渊炎花法阵
42901046: 风龙S01马戏子弹01
42901047: 风龙S01马戏子弹02
42901048: 风龙S01充能傀儡
42901049: 风龙S01火焰车
42901050: 风龙S01风能量球
42901051: 风龙S01火深渊炎花法阵
42901052: 风龙S01火深渊炎花子弹
42901053: 风龙S01能量弹幕
42901054: 风龙S01追踪弹幕
42901055: 风龙S01风环创生物
42901056: 风龙S01风环
42901057: 风龙S01能量弹幕-拉远
42901058: 风龙S01追踪弹幕-拉远
42901059: 风龙S01弹幕发射器
42901060: 风龙S01弹幕发射器-拉远
42901061: 风龙S04星落法阵
42901062: 风龙S04星落流星
42901063: 风龙S04龙息子弹
42901064: 风龙S04飓风缠绕子弹
42901065: 风龙S04星落平台逻辑物件-落子弹
42901066: 风龙S04大龙卷
42901067: 风龙S04-召唤物控制器
42901068: 风龙S04Camera移动核心
42901069: 风龙S04攀爬盒
42901070: 风龙S04-风场生成器
42901071: 风龙S04-风场
42901072: 风龙转阶段角度判定区域1
42901073: 风龙转阶段角度判定区域2
42901074: 风龙转阶段角度判定区域3
42901075: 风龙平台伤害区域1
42901076: 风龙平台伤害区域2
42901077: 风龙平台伤害区域3
42901078: 风龙灭绝炮伤害区域
42901079: 风龙S01弹幕管理器
42901080: 风龙S01弹幕管理器
42901081: 风龙S01弹幕管理器
42901082: 风龙S01弹幕管理器
42901083: 风龙S01弹幕管理器
42901084: 风龙S04星落平台逻辑物件-不落子弹
42901085: 风龙S04灭绝炮子弹
42901086: 风龙S04风种子
42901087: 风龙S04瘫痪锁定dummy
42901088: 风龙S04左爪锁定dummy
42901089: 风龙S04右爪锁定dummy
42901090: 风龙S04瘫痪时推挤盒
42902001: 北风狼战斗区域锁定
42902002: 北风狼死亡位置锚点
42902003: 北风狼出生位置锚点
42902004: 北风狼壁画锚点
42902005: 北风狼场景中心锚点
42902006: 北风狼抖背中心锚点
42902007: 北风狼登场镜头锚点
42902008: 北风狼转阶段镜头锚点
42902011: 北风狼冰锥锚点
42902012: 北风狼冰锥锚点
42902013: 北风狼冰锥锚点
42902014: 北风狼冰锥锚点
42902015: 北风狼冰锥锚点
42902016: 北风狼冰锥锚点
42902017: 北风狼落冰
42902018: 北风狼冰锥
42902021: 北风狼冲锋子弹
42902022: 北风狼甩尾攻击锚点
42902023: 北风狼冲锋子弹(检测创生物）
42902024: 北风狼跳扑攻击锚点
42902031: 北风狼拍地寒气子弹
42902032: 北风狼拍地冰锥子弹
42902033: 北风狼拍地风刃子弹
42902034: 北风狼后踢冰锥子弹
42902035: 北风狼后踢冰锥子弹残留
42902041: 北风狼狼魂子弹
42902042: 北风狼返回出生点子弹
42903001: 公子矩形地刺子弹
42903002: 公子普攻箭
42903003: 公子连发箭
42903004: 公子乱射锚点
42903005: 公子断流印记AI检测器
42903006: 黄金屋上层空气墙
42903007: 公子转阶段控制器
42903008: 公子独角鲸控制器
42903009: 公子独角鲸出水伤害
42903010: 公子独角鲸入水伤害
42903101: 公子截电印记AI检测器
42903102: 公子枪突刺-角色
42903103: 公子枪突刺-场景
42903201: 黄金屋下层空气墙
42903202: 公子魔王武装弓箭单击
42903203: 公子魔王武装双刀单击
42903204: 公子魔王武装剑气
42903205: 公子魔王武装独角鲸控制器
42903206: 公子魔王武装飞轮
42903207: 公子魔王武装双刀突刺
42903208: 公子魔王武装箭雨内侧锚点
42903209: 公子魔王武装箭雨外侧锚点
42903210: 公子魔王武装断流印记AI检测器
42903211: 公子魔王武装截电印记AI检测器
42903212: 公子魔王武装枪突刺-角色
42903213: 公子魔王武装枪突刺-场景
42903214: 公子魔王武装金闪闪锚点
42903215: 公子魔王武装独角鲸出水伤害	
42903216: 公子魔王武装独角鲸入水伤害	
42903217: 公子魔王武装飞轮-场景
42904001: 若陀龙王背刺-岩
42904002: 若陀龙王背刺-雷
42904003: 若陀龙王背刺-冰
42904004: 若陀龙王背刺-岩-纯表现
42904005: 若陀龙王背刺-雷-纯表现
42904006: 若陀龙王背刺-冰-纯表现
42904007: 若陀龙王背刺-冰-位置
42904008: 若陀龙王下颚重击-地波-岩
42904009: 若陀龙王下颚重击-地波-水
42904010: 若陀龙王下颚重击-地波-火
42904011: 若陀龙王游动-背刺-岩
42904012: 若陀龙王龙吼-陨石位置
42904013: 若陀龙王龙吼-陨石
42904014: 若陀龙王龙吼-水球-近轨道	
42904015: 若陀龙王-熔岩
42904016: 若陀龙王-灼烧区域
42904017: 若陀龙王-水浪
42904018: 若陀龙王-追踪水浪
42904019: 若陀龙王-冰刺位置
42904020: 若陀龙王-冰刺
42904021: 若陀龙王-电球位置
42904022: 若陀龙王-电球
42904023: 若陀龙王-冰块位置	
42904024: 若陀龙王-冰块
42904025: 若陀龙王-电网位置
42904026: 若陀龙王-电网
42904027: 若陀龙王背刺-岩-位置
42904028: 若陀龙王背刺-雷-位置
42904029: 若陀龙王背刺-岩-碰到地面后生成的刺
42904030: 若陀龙王龙吼-水球-中轨道
42904031: 若陀龙王龙吼-水球-远轨道
42904032: 若陀龙王-死亡法阵
42904033: 若陀龙王-环形水弹锚点
42904034: 若陀龙王-出生点
42904035: 若陀龙王-钻地落石位置
42904036: 若陀龙王-冰块
42904037: 若陀龙王-电网闪电
42904038: 若陀龙王-电网组合1
42904039: 若陀龙王-电网组合2
42904040: 若陀龙王-电网组合3
42904041: 若陀龙王-电网组合4
42904042: 若陀龙王-钻地时尾巴dummy
42904043: 若陀龙王-钻地时子弹
42904044: 若陀龙王-扫尾冰爆弹
42904045: 若陀龙王-扫尾电荷位置
42904046: 若陀龙王-电荷
42904047: 若陀龙王冰球-冰-子弹
42904048: 若陀龙王-任务-死亡法阵
42904049: 若陀龙王-空气墙
42904050: 若陀龙王-斜撞攻击判定
42904051: 若陀龙王-扫尾攻击判定
42905001: 女士-暖源
42905002: 女士-入战镜头锚点
42905003: 女士-冰花
42905004: 女士-冰花-追踪
42905005: 女士-冰花-爆破
42905006: 女士-冰凿-小
42905007: 女士-冰凿-矩形
42905008: 女士-冰凿
42905009: 女士-冰花-锚点
42905010: 女士-冰花-追踪-锚点
42905011: 女士-冰花-水平
42905012: 女士-冰花-垂直
42905013: 女士-低温检测器
42905014: 女士-低温空气墙
42905015: 女士-冰凿-锚点
42905016: 女士-冰凿-伤害
42905017: 女士-必杀-跟随
42905018: 女士-暖源
42905019: 女士-暖源
42905020: 女士-暖源
42905021: 女士-暖源
42905101: 女士-魔女结晶
42905102: 女士-冰茧
42905103: 女士-冰茧-低温检测器
42905104: 女士-冰茧-冰花-锚点
42905105: 女士-冰茧-冰花
42905106: 女士-冰茧-冰花-爆破	
42905107: 女士-冰茧-冰凿-小	
42905201: 女士-冷源
42905202: 女士-陨石
42905203: 女士-高温检测器
42905204: 女士-高温空气墙
42905205: 女士-追踪
42905206: 女士-伤害位移
42905207: 女士-熔岩
42905208: 女士-蛾群
42905209: 女士-龙卷-跟随
42905210: 女士-龙卷-散射
42905211: 女士-龙卷-驻留
42905212: 女士-陨石-锚点
42905213: 女士-龙卷-驻留-锚点
42905214: 女士-位移-锚点
42905215: 女士-地裂-锚点
42905216: 女士-伤害位移-场景
42905217: 女士-冷源
42905218: 女士-冷源
42905219: 女士-冷源
42905220: 女士-冷源
42906001: 雷电将军-长枪刀光
42906002: 雷电将军-长枪冲刺
42906003: 雷电将军-长枪大招冲刺
42906004: 雷电将军-长枪大招雷眼
42906005: 雷电将军-出生点
42906006: 雷电将军-CS触发器
42906007: 雷电将军-次元斩
42906008: 雷电将军-雷电裂隙
42906009: 雷电将军-旋转刀波
42906010: 雷电将军-直线刀波
42906011: 雷电将军-冲刺
42906012: 雷电将军-关卡通信器
44000001: SkillObj_LevelEntity_TowerBuff_SprintAreaAttack
44000002: SkillObj_GlidingChallenge_AirDash_Forward
44000003: SkillObj_GlidingChallenge_AirDash_Upward1
44000004: SkillObj_GlidingChallenge_AirDash_Upward2
44000005: SkillObj_LevelEntity_TowerBuff_AreaAttackLowHP
44000006: SceneObj_ChargeEfficiency_RecoverAllState
44000007: SceneObj_ActivityAbility_Challenge_SprintAreaAttack_Gadget
44000008: LevelEntity_TowerBuff_AreaNoEnemyAttackUp
44000009: LevelEntity_EffigyChallenge2_WindLv3
44000010: LevelEntity_TowerBuff_SwirlDoField
44000100: Activity_Endora
44000101: Activity_Endora_Bubble_Bullet_01
44000102: Activity_Endora_Bubble_Bullet_01_Short
44000103: Activity_Endora_Bubble_Bullet_02
44000104: Activity_Endora_Bubble_Bullet_Area
44000105: Activity_HideSeek_Property_Prop_SeekerBattery_01
44000106: Activity_HideSeek_Skill_Guide
44000107: HideType_Bait
44000108: Activity_HideSeek_Skill_SuperPrison
44000109: Activity_HideSeek_Execution_Target
44000110: ActivityAbility_LudiHarpastum_ParabolaBall_Short
44000111: ActivityAbility_LudiHarpastum_ParabolaBall
44000112: ActivityAbility_LudiHarpastum_Camear_01
44000113: ActivityAbility_LudiHarpastum_CounterBall
44000114: ActivityAbility_LudiHarpastum_Camear_02
44000115: ActivityAbility_LudiHarpastum_BombTypeA_Short
44000116: ActivityAbility_LudiHarpastum_BombTypeB_Short
44000117: ActivityAbility_LudiHarpastum_BombTypeC_Short
44000118: ActivityAbility_LudiHarpastum_BombTypeA
44000119: ActivityAbility_LudiHarpastum_BombTypeB
44000120: ActivityAbility_LudiHarpastum_BombTypeC
44000121: ActivityAbility_LudiHarpastum_GlodBat
44000200: HideType_A_Style_1_Scarecrow
44000201: HideType_A_Style_1_Scarecrow
44000202: HideType_A_Style_1_Wooden
44000203: HideType_A_Style_1_Wooden
44000204: HideType_A_Style_1_Grass
44000205: HideType_A_Style_1_Wooden
44000206: HideType_A_Style_1_Lamp
44000207: HideType_A_Style_1_Wooden
44000208: HideType_A_Style_1_Wooden
44000209: HideType_A_Style_1_Wooden
44000250: HideType_A_Style_1_wooden_Bait
44000251: HideType_A_Style_1_wooden_Bait
44000252: HideType_A_Style_1_wooden_Bait
44000253: HideType_A_Style_1_wooden_Bait
44000254: HideType_A_Style_1_GrassStacks_Bait
44000255: HideType_A_Style_1_wooden_Bait
44000256: HideType_A_Style_1_wooden_Bait
44000257: HideType_A_Style_1_wooden_Bait
44000258: HideType_A_Style_1_wooden_Bait
44000259: HideType_A_Style_1_wooden_Bait
44000260: HideType_A_Style_Bait_Target
44000261: HideType_A_Style_Bait_Target
44000262: HideType_A_Style_Bait_Target
44000263: HideType_A_Style_Bait_Target
44000264: HideType_A_Style_Bait_Target
44000265: HideType_A_Style_Bait_Target
44000266: HideType_A_Style_Bait_Target
44000267: HideType_A_Style_Bait_Target
44000268: HideType_A_Style_Bait_Target
44000269: HideType_A_Style_Bait_Target
44000300: EnergyDisk_ShockTriggerThunder_Gadget
44000301: EnergyDisk_Superconductor_Damage_Gadget
44000302: EnergyDisk_KillAOEMonster_Gadget
44000303: EnergyDisk_WindBlackHole_Gadget
44000304: EnergyDisk_SkillObj_WindAmber
44000305: EnergyDisk_WindAmberField
44000306: null
44000307: EnergyDisk_SkillObj_WaterAmber
44000308: ArenaChallenge2_Thunder_Gadget
44000309: SkillObj_RogueDungeon_Spell_Elec
44000310: SkillObj_LevelEntity_RogueBuff_SprintAreaAttack
44000311: SkillObj_LevelEntity_RogueBuff_SprintAreaAttack2
44000400: SkillObj_Activity_HideSeekV2_Type_01
44000401: SkillObj_Activity_HideSeekV2_Type_01
44000402: SkillObj_Activity_HideSeekV2_Type_02
44000403: SkillObj_Activity_HideSeekV2_Type_01
44000404: SkillObj_Activity_HideSeekV2_Type_01
44000405: SkillObj_Activity_HideSeekV2_Type_03
44000406: SkillObj_Activity_HideSeekV2_Type_01
44000407: SkillObj_Activity_HideSeekV2_Type_01
44000408: SkillObj_Activity_HideSeekV2_Type_02
44000409: SkillObj_Activity_HideSeekV2_Type_02
44000410: SkillObj_Activity_HideSeekV2_Type_01
44000411: SkillObj_Activity_HideSeekV2_Type_01
44000412: SkillObj_Activity_HideSeekV2_Type_02
44000413: HideType_A_Style_Bait_Target
44000414: HideType_A_Style_Bait_Target
44000415: HideType_A_Style_Bait_Target
44000416: HideType_A_Style_Bait_Target
44000417: HideType_A_Style_Bait_Target
44000418: HideType_A_Style_Bait_Target
44000419: HideType_A_Style_Bait_Target
44000420: HideType_A_Style_Bait_Target
44000421: HideType_A_Style_Bait_Target
44000422: HideType_A_Style_Bait_Target
44000423: HideType_A_Style_Bait_Target
44000424: HideType_A_Style_Bait_Target
44000425: HideType_A_Style_Bait_Target
44000426: Activity_Potion_DeathRattle_Corruption_LogicGadget
44000427: Activity_CrystalLink_DeathRattle_Corruption_LogicGadget
44000428: RogueV2_WindZone
44000429: Activity_Gadget_SummerTimeV2_Dungeon_ElectricZone
44000431: Activity_Gadget_SummerTimeV2_Dungeon_Fischl_OZ
44000432: Activity_Gadget_SummerTimeV2_Dungeon_Fischl_OZ_Bullet
45001001: 单人小船_普通_01
45001002: 单人小船_北斗游击艇
49001001: GeneralSkill_IceDamage_Prison_Center
49001002: GeneralSkill_WindDamage_Vortex_Center
49001003: GeneralSkill_RockDamage_LowWave_Emitter
49001004: GeneralSkill_RockDamage_LowWave_SingleBullet
49001005: GeneralSkill_ElecDamage_Arc_Charge
49001006: GeneralSkill_ElecDamage_Arc_TriggerBullet
49001008: GeneralSkill_FireDamage_TracingImpulse_Bullet
49001009: GeneralSkill_FireDamage_TracingImpulse_DamageGadget
49001010: GeneralSkill_WaterDamage_Bubble_Center
49001011: GeneralSkill_WaterDamage_Bubble_Single
49001012: GeneralSkill_ElecDamage_Arc_CenterCharge
49001013: GeneralSkill_RockDamage_DeathRattleCrystal_DamageGadget
49001014: GeneralSkill_Sovereign_EffGadget
49001015: GeneralSkill_Deathrattle_Corruption_LogicGadget
49001016: GeneralSkill_Deathrattle_Corruption_EffBullet
49001017: Activity_ChannellerSlab_DangerArea
49001018: Activity_ChannellerSlab_BulletToGround
49001019: Activity_ChannellerSlab_DangerArea_Enhanced
50004001: 木棍
50004002: 木盾
50004003: 火木棍(代枪)
50004004: 怪的弩
50004006: 深渊法杖-火
50004007: 深渊法杖-冰
50004008: 深渊法杖-水
50004009: 萨满法杖-水
50004010: 萨满法杖-草
50004011: 长木棍
50004012: 木大盾
50004013: 巨斧
50004014: 萨满法杖-风
50004015: 火丘丘-小火把
50004016: 草丘丘-毒棍
50004017: 火丘丘-弩
50004018: 冰丘丘-弩
50004019: 电丘丘-弩
50004020: 火丘丘-大火把
50004021: 债务处理人-战刃
50004022: 暴徒-岩盾
50004023: 丘丘人-岩盾
50004024: 丘丘人-岩棒
50004025: 盗宝团-弩
50004026: 盗宝团-手斧
50004027: 盗宝团-铲子
50004028: 千岩军-枪
50004029: 萨满法杖-岩
50004030: 千岩军-队长枪
50004031: 雪山暴徒核心
50004032: 公子-弓
50004033: 公子-剑-雷-右
50004034: 公子-剑-雷-左
50004035: 公子-剑-水-右
50004036: 公子-剑-水-左
50004037: 公子-枪
50004038: 盗宝团-单手锤
50004039: 盗宝团-船橹
50004040: MonEquip_Skirmisher_Spraygun_Ice_01
50004041: MonEquip_Skirmisher_Backpack_Ice_01
50004042: MonEquip_Skirmisher_Spraygun_Water_01
50004043: MonEquip_Skirmisher_Backpack_Water_01
50004044: MonEquip_Skirmisher_GreatHammer_Electric_01
50004045: MonEquip_Skirmisher_Staff_Rock_01
50004046: MonEquip_Skirmisher_Gloves_01_Left
50004047: MonEquip_Skirmisher_Gloves_01_Right
50004048: MonEquip_Skirmisher_Rifle_Fire_01
50004049: MonEquip_Wand_Ice_01
50004050: MonEquip_Tartaglia_Harbinger_Bow
50004051: MonEquip_Tartaglia_Harbinger_Blade_R
50004052: MonEquip_Tartaglia_Harbinger_Blade_L
50004053: MonEquip_Tartaglia_Harbinger_DualBlade_R
50004054: MonEquip_Shield_02_Ice
50004055: MonEquip_Shield_01_Ice
50004056: MonEquip_Tartaglia_Harbinger_DualBlade_L
50004057: MonEquip_IceClub_01
50004058: MonEquip_Tachi_01
50004059: MonEquip_Tachi_04
50004060: MonEquip_Tachi_02
50004061: MonEquip_Tachi_03
50004062: MonEquip_Wand_Electric_01
50004063: MonEquip_Staff_Electric_01
50004064: MonEquip_Tachi_05
50004065: MonEquip_Tachi_06
50004066: MonEquip_Shougun_Pole
50004067: MonEquip_Pole_01
50004068: MonEquip_Pole_01
50004069: MonEquip_Tachi_04_Ghost
50004070: MonEquip_Tachi_05_Ghost
50004071: MonEquip_Axe_Electric_01
50004072: MonEquip_Shougun_Tachi
50004073: MonEquip_ForlornVessel_Warbanner_01
50004074: MonEquip_ForlornVessel_Lance_01
50004075: MonEquip_ForlornVessel_Chargebow_01
50004095: MonEquip_Tachi_07
50010002: Weapon_Sword_Metal
50010003: Weapon_Claymore_Metal
50010004: Weapon_Pole_Metal
50010005: Catalyst_Book
50010006: Catalyst_Ball
50010007: 木剑
50010008: Weapon_Bow_Metal
50010009: SubEquip_Heizo_Jitte
50010010: SubEquip_Shinobu_Mask
50011101: 无锋剑
50011201: 银剑
50011301: 冷刃
50011302: 黎明神剑
50011303: 旅行剑
50011304: 暗铁剑
50011305: 吃虎鱼刀
50011306: 飞天御剑
50011401: 西风剑
50011402: 笛剑
50011403: 祭礼剑
50011404: 宗室长剑
50011405: 匣里龙吟
50011406: 试作斩岩
50011407: 铁蜂刺
50011408: 黑岩长剑
50011409: 渴血直剑
50011410: 暗巷闪光
